sku_code,product_id,sellable_id,before_product_title,before_sellable_title,before_full_title,after_sellable_title,after_full_title,status,message
FA300,353657467,716870130,"1/4-20 x 2"" Hex Bolt","1/4-20 x 2"" Hex Bolt","1/4-20 x 2"" Hex Bolt 1/4-20 x 2"" Hex Bolt",Standard,"1/4-20 x 2"" Hex Bolt Standard",updated,"{""id"": 353657467, ""title"": ""1/4-20 x 2\"" Hex Bolt"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:17.438Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:28.250Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
FA294,353657471,716870137,"1/4-20 x 38"" Socket","1/4-20 x 38"" Socket","1/4-20 x 38"" Socket 1/4-20 x 38"" Socket",Standard,"1/4-20 x 38"" Socket Standard",updated,"{""id"": 353657471, ""title"": ""1/4-20 x 38\"" Socket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:17.699Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:29.770Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
FA297,353657473,716870141,"1/4-20 x 5/8"" Socket","1/4-20 x 5/8"" Socket","1/4-20 x 5/8"" Socket 1/4-20 x 5/8"" Socket",Standard,"1/4-20 x 5/8"" Socket Standard",updated,"{""id"": 353657473, ""title"": ""1/4-20 x 5/8\"" Socket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:17.968Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:31.196Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
FA298,353657476,716870145,"1/4-20 x 7/8"" Flat Socket","1/4-20 x 7/8"" Flat Socket","1/4-20 x 7/8"" Flat Socket 1/4-20 x 7/8"" Flat Socket",Standard,"1/4-20 x 7/8"" Flat Socket Standard",updated,"{""id"": 353657476, ""title"": ""1/4-20 x 7/8\"" Flat Socket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:18.310Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:32.664Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_u"
FA302,353657482,716870152,"1/4-28 x 1/4"" Set Screw","1/4-28 x 1/4"" Set Screw","1/4-28 x 1/4"" Set Screw 1/4-28 x 1/4"" Set Screw",Standard,"1/4-28 x 1/4"" Set Screw Standard",updated,"{""id"": 353657482, ""title"": ""1/4-28 x 1/4\"" Set Screw"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:18.601Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:34.040Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"
FA320,353657485,716870157,"1/4-28-3/8"" Socket Set Screw","1/4-28-3/8"" Socket Set Screw","1/4-28-3/8"" Socket Set Screw 1/4-28-3/8"" Socket Set Screw",Standard,"1/4-28-3/8"" Socket Set Screw Standard",updated,"{""id"": 353657485, ""title"": ""1/4-28-3/8\"" Socket Set Screw"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:18.856Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:35.533Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pag"
FA380,353657487,716870161,"1/8"" SS E-Clip","1/8"" SS E-Clip","1/8"" SS E-Clip 1/8"" SS E-Clip",Standard,"1/8"" SS E-Clip Standard",updated,"{""id"": 353657487, ""title"": ""1/8\"" SS E-Clip"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:19.115Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:37.311Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
FA225,353657488,716870163,"1/8"" x 3/8"" Rivet Shoulder Washer","1/8"" x 3/8"" Rivet Shoulder Washer","1/8"" x 3/8"" Rivet Shoulder Washer 1/8"" x 3/8"" Rivet Shoulder Washer",Standard,"1/8"" x 3/8"" Rivet Shoulder Washer Standard",updated,"{""id"": 353657488, ""title"": ""1/8\"" x 3/8\"" Rivet Shoulder Washer"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:19.414Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:38.784Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""w"
FA224,353657491,716870168,"1/8"" x 3/8"" Split Pin","1/8"" x 3/8"" Split Pin","1/8"" x 3/8"" Split Pin 1/8"" x 3/8"" Split Pin",Standard,"1/8"" x 3/8"" Split Pin Standard",updated,"{""id"": 353657491, ""title"": ""1/8\"" x 3/8\"" Split Pin"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:19.695Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:40.245Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"""
FA271,353657503,716870193,10-24 Nyloc Nut,10-24 Nyloc Nut,10-24 Nyloc Nut 10-24 Nyloc Nut,Standard,10-24 Nyloc Nut Standard,updated,"{""id"": 353657503, ""title"": ""10-24 Nyloc Nut"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:21.364Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:41.706Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
FA272,353657507,716870198,10-24 Wing Nut,10-24 Wing Nut,10-24 Wing Nut 10-24 Wing Nut,Standard,10-24 Wing Nut Standard,updated,"{""id"": 353657507, ""title"": ""10-24 Wing Nut"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:21.651Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:43.292Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""es"
FA273,353657513,716870204,"10-24 x 1"" Hex Bolt","10-24 x 1"" Hex Bolt","10-24 x 1"" Hex Bolt 10-24 x 1"" Hex Bolt",Standard,"10-24 x 1"" Hex Bolt Standard",updated,"{""id"": 353657513, ""title"": ""10-24 x 1\"" Hex Bolt"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:21.923Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:44.819Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
FA312,353657517,716870219,"10-24 X 1/4"" Socket Hand Set","10-24 X 1/4"" Socket Hand Set","10-24 X 1/4"" Socket Hand Set 10-24 X 1/4"" Socket Hand Set",Standard,"10-24 X 1/4"" Socket Hand Set Standard",updated,"{""id"": 353657517, ""title"": ""10-24 X 1/4\"" Socket Hand Set"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:22.204Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:46.185Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pag"
FA274,353657518,716870228,"10-24 x 3/8"" Socket","10-24 x 3/8"" Socket","10-24 x 3/8"" Socket 10-24 x 3/8"" Socket",Standard,"10-24 x 3/8"" Socket Standard",updated,"{""id"": 353657518, ""title"": ""10-24 x 3/8\"" Socket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:22.500Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:47.786Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
FA275,353657520,716870231,"10-24 x 7/8"" Hex Bolt","10-24 x 7/8"" Hex Bolt","10-24 x 7/8"" Hex Bolt 10-24 x 7/8"" Hex Bolt",Standard,"10-24 x 7/8"" Hex Bolt Standard",updated,"{""id"": 353657520, ""title"": ""10-24 x 7/8\"" Hex Bolt"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:22.772Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:49.195Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
FA276,353657523,716870235,"10-24 x 7/8"" Pan Slot","10-24 x 7/8"" Pan Slot","10-24 x 7/8"" Pan Slot 10-24 x 7/8"" Pan Slot",Standard,"10-24 x 7/8"" Pan Slot Standard",updated,"{""id"": 353657523, ""title"": ""10-24 x 7/8\"" Pan Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:23.044Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:50.625Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
FA316,353657525,716870238,"10-32 X 1/2"" Flat Socket Head","10-32 X 1/2"" Flat Socket Head","10-32 X 1/2"" Flat Socket Head 10-32 X 1/2"" Flat Socket Head",Standard,"10-32 X 1/2"" Flat Socket Head Standard",updated,"{""id"": 353657525, ""title"": ""10-32 X 1/2\"" Flat Socket Head"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:23.316Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:51.958Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pa"
FA382,353657527,716870241,"10-32 x 1/4"" SS Set Screw","10-32 x 1/4"" SS Set Screw","10-32 x 1/4"" SS Set Screw 10-32 x 1/4"" SS Set Screw",Standard,"10-32 x 1/4"" SS Set Screw Standard",updated,"{""id"": 353657527, ""title"": ""10-32 x 1/4\"" SS Set Screw"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:23.596Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:53.479Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_u"
FA199,353657538,716870256,"2-56 x 3/16"" Binder Slot","2-56 x 3/16"" Binder Slot","2-56 x 3/16"" Binder Slot 2-56 x 3/16"" Binder Slot",Standard,"2-56 x 3/16"" Binder Slot Standard",updated,"{""id"": 353657538, ""title"": ""2-56 x 3/16\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:24.793Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:54.955Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_ur"
FA365,353657541,716870260,"3/16 x 1"" Sping Pin SS","3/16 x 1"" Sping Pin SS","3/16 x 1"" Sping Pin SS 3/16 x 1"" Sping Pin SS",Standard,"3/16 x 1"" Sping Pin SS Standard",updated,"{""id"": 353657541, ""title"": ""3/16 x 1\"" Sping Pin SS"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:25.087Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:56.423Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"""
FA206,353657544,716870263,4-40 Hex Nut,4-40 Hex Nut,4-40 Hex Nut 4-40 Hex Nut,Standard,4-40 Hex Nut Standard,updated,"{""id"": 353657544, ""title"": ""4-40 Hex Nut"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:25.379Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:58.117Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""esti"
FA207,353657546,716870265,4-40 Nyloc Nut,4-40 Nyloc Nut,4-40 Nyloc Nut 4-40 Nyloc Nut,Standard,4-40 Nyloc Nut Standard,updated,"{""id"": 353657546, ""title"": ""4-40 Nyloc Nut"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:25.654Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:28:59.784Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""es"
FA219,353657550,716870269,"4-40 x 1/2"" Fillister Slot","4-40 x 1/2"" Fillister Slot","4-40 x 1/2"" Fillister Slot 4-40 x 1/2"" Fillister Slot",Standard,"4-40 x 1/2"" Fillister Slot Standard",updated,"{""id"": 353657550, ""title"": ""4-40 x 1/2\"" Fillister Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:26.017Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:01.299Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_"
FA213,353657552,716870271,"4-40 x 1/4"" Binder Slot","4-40 x 1/4"" Binder Slot","4-40 x 1/4"" Binder Slot 4-40 x 1/4"" Binder Slot",Standard,"4-40 x 1/4"" Binder Slot Standard",updated,"{""id"": 353657552, ""title"": ""4-40 x 1/4\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:26.353Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:02.791Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"
FA214,353657556,716870277,"4-40 x 1/4"" Flat Slot","4-40 x 1/4"" Flat Slot","4-40 x 1/4"" Flat Slot 4-40 x 1/4"" Flat Slot",Standard,"4-40 x 1/4"" Flat Slot Standard",updated,"{""id"": 353657556, ""title"": ""4-40 x 1/4\"" Flat Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:26.646Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:04.256Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
FA2,353657560,716870280,"4-40 x 1/8"" Binder Slot","4-40 x 1/8"" Binder Slot","4-40 x 1/8"" Binder Slot 4-40 x 1/8"" Binder Slot",Standard,"4-40 x 1/8"" Binder Slot Standard",updated,"{""id"": 353657560, ""title"": ""4-40 x 1/8\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:26.911Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:06.561Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"
FA210,353657563,716870284,"4-40 x 3/16"" Binder Slot","4-40 x 3/16"" Binder Slot","4-40 x 3/16"" Binder Slot 4-40 x 3/16"" Binder Slot",Standard,"4-40 x 3/16"" Binder Slot Standard",updated,"{""id"": 353657563, ""title"": ""4-40 x 3/16\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:27.191Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:08.249Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_ur"
FA212,353657565,716870289,"4-40 x 3/16"" Truss Slot","4-40 x 3/16"" Truss Slot","4-40 x 3/16"" Truss Slot 4-40 x 3/16"" Truss Slot",Standard,"4-40 x 3/16"" Truss Slot Standard",updated,"{""id"": 353657565, ""title"": ""4-40 x 3/16\"" Truss Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:27.462Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:09.713Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"
FA220,353657567,716870293,"4-40 x 3/4"" Hex Bolt","4-40 x 3/4"" Hex Bolt","4-40 x 3/4"" Hex Bolt 4-40 x 3/4"" Hex Bolt",Standard,"4-40 x 3/4"" Hex Bolt Standard",updated,"{""id"": 353657567, ""title"": ""4-40 x 3/4\"" Hex Bolt"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:27.715Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:11.165Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
FA218,353657568,716870296,"4-40 x 3/8"" Flat Slot","4-40 x 3/8"" Flat Slot","4-40 x 3/8"" Flat Slot 4-40 x 3/8"" Flat Slot",Standard,"4-40 x 3/8"" Flat Slot Standard",updated,"{""id"": 353657568, ""title"": ""4-40 x 3/8\"" Flat Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:27.982Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:12.844Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
FA216,353657570,716870300,4-40 X 3/8” Fillister Slot,4-40 X 3/8” Fillister Slot,4-40 X 3/8” Fillister Slot 4-40 X 3/8” Fillister Slot,Standard,4-40 X 3/8” Fillister Slot Standard,updated,"{""id"": 353657570, ""title"": ""4-40 X 3/8\u201d Fillister Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:28.309Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:14.279Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_p"
FA215,353657575,716870308,"4-40 x 5/16"" Binder Slot","4-40 x 5/16"" Binder Slot","4-40 x 5/16"" Binder Slot 4-40 x 5/16"" Binder Slot",Standard,"4-40 x 5/16"" Binder Slot Standard",updated,"{""id"": 353657575, ""title"": ""4-40 x 5/16\"" Binder Slot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:28.583Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:15.850Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_ur"
FA303,353657577,716870312,5-16 Flat Washer,5-16 Flat Washer,5-16 Flat Washer 5-16 Flat Washer,Standard,5-16 Flat Washer Standard,updated,"{""id"": 353657577, ""title"": ""5-16 Flat Washer"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:36:28.847Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:29:17.310Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
