sku,type,product_name,image_count,images_applied
CT81,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-clutch-return-spring-CT81-01.webp
CT85,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-clutch-release-shaft-CT85-01.webp
CT86,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-toe-kicker-cable-CT86-01.webp
CT87,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cover-plate-cork-seal-CT87CS-01.webp
CT88,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-clutch-release-rod-CT88-01.webp
CT87A,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-bracket-base-CT87A-01.webp
CT89,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-release-rod-sleeve-CT89-01.webp
CT92,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-l-clip-CT92A-01.webp
CT92A,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-l-clip-CT92A-01.webp
CT96,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-mud-shut-off-gasket-CT96-01.webp
CT97,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-mud-supply-valve-body-CT97-01.webp
CT98,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-mud-supply-seal-plate-CT98-01.webp
FA199,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-fa199-2-56-x-3-16-bind-hd-screw-59056-01.webp
FA210,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-fa210-4-40-x-3-16-bind-hd-screw-59057-01.webp
FA212,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-fa212-4-40-x-3-16-truss-hd-screw-59014-01.webp
FA215,variation,Columbia Automatic Taper Head Repair Parts,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-4-40-x-5-16-binder-slot-FA215-01.webp
FA224,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-1-8-x-3-8-split-pin-FA224-01.webp
FA234,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-6-32-nyloc-jam-nut-FA234-01.webp
FA244,variation,Columbia Automatic Taper Head Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-fa244-6-32-x-1-2-bind-head-screw-499025-01.webp
FA267,variation,Columbia Automatic Taper Head Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-32-x-1-2-pan-head-screw-FA267-01.webp
CTA107,simple,Columbia Piston Assembly for Taper,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-piston-assembly-for-taper-CTA107-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-cutter-block-assemb
COL-BEAD-WHEEL-CONV-KIT,variable,Columbia Bead Wheel Conversion Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bead-wheel-bushing-FFB43-01.webp
FFBR-40-8,variation,Columbia Bead Wheel Conversion Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bead-wheel-bushing-FFB43-01.webp
FFBR-40-10,variation,Columbia Bead Wheel Conversion Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bead-wheel-bushing-FFB43-01.webp
FFBR-40-12,variation,Columbia Bead Wheel Conversion Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bead-wheel-bushing-FFB43-01.webp
FFBR40-14,variation,Columbia Bead Wheel Conversion Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bead-wheel-bushing-FFB43-01.webp
COL-BOX-BLADE-MAINT-KIT,variable,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-maintenance-kit-
FFBR-9-5.5,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
FFBR-9-7,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
FFBR-9-8,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
FFBR-9-10,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
FFBR-9-12,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
FFBR-9-14,variation,Columbia Box Blade Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp
BF,simple,Columbia Box Filler,5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-tbbf-TBBF-01.webp | https://dr
COL-BOX-FILLER-ADAPTOR-PARTS,variable,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-tbbf-TBBF-01.webp | https://dr
MP9,variation,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp
MP9A,variation,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp
MP9C,variation,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp
MP23A__COL-BOX-FILLER-ADAPTOR-PARTS,variation,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp
MP34,variation,Columbia Box Filler Adaptor Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-bf-BF-01.webp
FFBR-7-7A,simple,Columbia Box Shoe Maintenance Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-blades-maintenance-kit-CTR42A-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-maintenance-kit-
COL-CLT,variable,Columbia Cam Lock Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-02.webp
CLT24,variation,Columbia Cam Lock Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp
CLT32,variation,Columbia Cam Lock Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp
CLT42,variation,Columbia Cam Lock Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp
CLT55,variation,Columbia Cam Lock Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp
CLT-BF,simple,Columbia Cam Lock Tube Box Filler,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-55-CLT55-02.webp
CMH,simple,"Columbia 18"" Closet Monster Flat Box Handle",1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
SACS,simple,Columbia Semi Automatic Commando Set,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-semi-automatic-commando-set-SACS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-semi-automatic-taper-SAT-
COL-CMT,variable,Columbia Compound Mud Tube,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-predator-compound-tube-42-PCMT42-01.webp
CMT24,variation,Columbia Compound Tube,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-predator-compound-tube-42-PCMT42-01.webp
CMT32,variation,Columbia Compound Tube,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-predator-compound-tube-42-PCMT42-01.webp
CMT42,variation,Columbia Compound Tube,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-predator-compound-tube-42-PCMT42-01.webp
CMT55,variation,Columbia Compound Tube,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-compound-tubes-55-CMT55-01.webp
CC,simple,Columbia Corner Cobra (CC),10,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-corner-cobra-CC-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-compound-roller-frame-CCAGE12-002.webp 
CC-RK,simple,Columbia Corner Cobra Repair Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-corner-cobra-CC-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-corner-roller-wheel-repair-kit-501RSE-01.w
CFB6,variation,Columbia Corner Flusher Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-mud-supply-valve-unit-CFB6-01.webp
CFB8,variation,Columbia Corner Flusher Box Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-handle-mount-casting-CFB8-01.webp
CFB15,variation,Columbia Corner Flusher Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-door-hinge-CFB15-01.webp
CFB16,variation,Columbia Corner Flusher Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-nylatron-bushing-CFB16-01.webp
FA261,variation,Columbia Corner Flusher Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-32-x-3-8-socket-hd-screw-FA261-01.webp
FA296,variation,Columbia Corner Flusher Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-1-4-20-x-1-2-hex-bolt-FA296-01.webp
FCMR1.5X18MM,simple,Columbia Corner Mud Roller Replacement,5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-european-micro-outsid
COL-CORNER-ROLLER-REPAIR-PARTS,variable,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-european-micro-outsid
CR1,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR2,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR-3,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR4,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR6,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR11,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CR12,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
FA262__COL-CORNER-ROLLER-REPAIR-PARTS,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
FA288,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
FA299,variation,Columbia Corner Roller Repair Parts,6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp
CRA-2,simple,Columbia Corner Roller Wheel Replacement Kit,5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-corner-roller-wheel-repair-kit-501RSE-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-roller-wheel-kit-for
CTA-41,simple,Columbia Cutter Block Assembly Maintenance Kit,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-taper-cutter-block-assembly-CTA41-01.webp
COL-DIRECT-FLUSHER,variable,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corne
2.5DF,variation,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
3DF,variation,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
3WTDF,variation,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
3.5DF,variation,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
4DF,variation,Columbia Direct Flusher,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-3-inch-wide-track-3WTDF-01.webp
CEXT90,simple,Columbia External Corner Applicator (CEXT90),8,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-2-ICA2-1-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator
COL-FFB,variable,Columbia Flat Finishing Box,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
5.5FBBB,variation,Columbia Fat Boy Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
8FBBB,variation,Columbia Fat Boy Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
10FBBB,variation,Columbia Fat Boy Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
12FBBB,variation,Columbia Fat Boy Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB,variable,Columbia Fat Boy Smoothing Blades,10,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7
FSB7,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB10,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB12,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB14,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB16,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB18,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB24,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB32,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB40,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSB48,variation,Columbia Fat Boy Smoothing Blade,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp
FSBC,simple,Columbia Fat Boy Smoothing Blade Adapter Claw,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-claw-adapter-SBC-01.webp
FSBSET,simple,Columbia Fat Boy Smoothing Blade Set,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7-FSB7-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-smoothing-blades-7
CFLT,simple,Columbia Flat Applicators (CFLT),1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-applicators-CFLT-01.webp
FFBA-41,simple,Columbia Flat Box Bead Wheel Kit,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-easyroll-flat-box-wheel-kit-EZROLL-KIT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-easyroll-flat-box-w
COL-FLAT-FIN-BOX,variable,Columbia Flat Finishing Box,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
5.5FFB,variation,Columbia Flat Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
7FFB,variation,Columbia Flat Finishing Box,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
8FFB,variation,Columbia Flat Finishing Box,3,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
10FFB,variation,Columbia Flat Finishing Box,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
12FFB,variation,Columbia Flat Finishing Box,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
14FFB,variation,Columbia Flat Finishing Box,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-box-handle-FLAT-BOX-HANDLE-01.webp
FA272,variation,Columbia Flat Finishing Box Repair Parts,2,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-fa272-10-24-wing-nut-for-flat-boxes-209030-01.webp
FA275,variation,Columbia Flat Finishing Box Repair Parts,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-10-24-x-3-4-hex-bolt-FA275-01.webp
FFB7,variation,Columbia Flat Finishing Box Repair Parts,4,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-ffb7-skid-cover-209006-01.webp
