SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
HH5,simple,Extension Housing,columbia-extension-housing-hh5-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-extension-housing-HH5-1.webp,products/Production/Images/columbia-extension-housing-HH5-1.webp,100::current_basename::production_images::columbia-extension-housing-HH5-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh5-01.webp,100::current_basename::columbia-extension-housing-HH5-1.webp
HH7,simple,Brake,columbia-brake-hh7-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brake-HH7-1.webp,products/Production/Images/columbia-brake-HH7-1.webp,100::current_basename::production_images::columbia-brake-HH7-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh7-01.webp,100::current_basename::columbia-brake-HH7-1.webp
HH8,simple,Handle Tube,columbia-handle-tube-hh8-1.webp | columbia-handle-tube-hh8-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-tube-HH8-1.webp,products/Production/Images/columbia-handle-tube-HH8-1.webp,100::current_basename::production_images::columbia-handle-tube-HH8-1.webp | 100::current_basename::production_images::columbia-handle-tube-HH8-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh8-01.webp | 96::sku_boundary::new_images::hh8.webp,100::current_basename::columbia-handle-tube-HH8-1.webp | 100::current_basename::columbia-handle-tube-HH8-2.webp
HH9,simple,Coiled Hydraulic Line,columbia-coiled-hydraulic-line-hh9-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-coiled-hydraulic-line-HH9-1.webp,products/Production/Images/columbia-coiled-hydraulic-line-HH9-1.webp,100::current_basename::production_images::columbia-coiled-hydraulic-line-HH9-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh9-01.webp,100::current_basename::columbia-coiled-hydraulic-line-HH9-1.webp
HNS10,simple,Door Spring Long,columbia-door-spring-long-hns10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-spring-long-HNS10-1.webp,products/Production/Images/columbia-door-spring-long-HNS10-1.webp,100::current_basename::production_images::columbia-door-spring-long-HNS10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns10-01.webp | 90::sku_compact::production_images::columbia-door-spring-short-HNS10A-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-hns10a-01.webp | 86::sku_compact::new_images::hns10a.webp,100::current_basename::columbia-door-spring-long-HNS10-1.webp | 90::sku_compact::columbia-door-spring-short-HNS10A-1.webp | 75::name_overlap_2::columbia-door-spring-FFB17-1.webp | 75::name_overlap_2::columbia-door-spring-nut-FFB16-1.webp
HNS10A,simple,Door Spring Short,columbia-door-spring-short-hns10a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-spring-short-HNS10A-1.webp,products/Production/Images/columbia-door-spring-short-HNS10A-1.webp,100::current_basename::production_images::columbia-door-spring-short-HNS10A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns10a-01.webp | 96::sku_boundary::new_images::hns10a.webp | 96::sku_boundary::new_images::hns10a.webp | 75::name_overlap_2::production_images::columbia-door-spring-FFB17-1.webp,100::current_basename::columbia-door-spring-short-HNS10A-1.webp | 75::name_overlap_2::columbia-door-spring-FFB17-1.webp | 75::name_overlap_2::columbia-door-spring-long-HNS10-1.webp | 75::name_overlap_2::columbia-door-spring-nut-FFB16-1.webp
HNS12,simple,Handle Clamp,columbia-handle-clamp-hns12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-clamp-HNS12-1.webp,products/Production/Images/columbia-handle-clamp-HNS12-1.webp,100::current_basename::production_images::columbia-handle-clamp-HNS12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns12-01.webp | 90::sku_compact::production_images::columbia-roll-pin-HNS12A-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-hns12a-01.webp,100::current_basename::columbia-handle-clamp-HNS12-1.webp | 90::sku_compact::columbia-roll-pin-HNS12A-1.webp
HNS12A,simple,Roll Pin,columbia-roll-pin-hns12a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-roll-pin-HNS12A-1.webp,products/Production/Images/columbia-roll-pin-HNS12A-1.webp,100::current_basename::production_images::columbia-roll-pin-HNS12A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns12a-01.webp | 73::name_overlap_2::production_images::columbia-5-32-x-7-8-roll-pin-FA317-1.webp | 73::name_overlap_2::production_images::columbia-roll-pin-bushing-HNS13-1.webp,100::current_basename::columbia-roll-pin-HNS12A-1.webp | 73::name_overlap_2::columbia-5-32-x-7-8-roll-pin-FA317-1.webp | 73::name_overlap_2::columbia-roll-pin-bushing-HNS13-1.webp
HNS13,simple,Roll Pin Bushing,columbia-roll-pin-bushing-hns13-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-roll-pin-bushing-HNS13-1.webp,products/Production/Images/columbia-roll-pin-bushing-HNS13-1.webp,100::current_basename::production_images::columbia-roll-pin-bushing-HNS13-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns13-01.webp | 74::name_overlap_2::production_images::columbia-roll-pin-HNS12A-1.webp | 73::name_overlap_2::production_images::columbia-5-32-x-7-8-roll-pin-FA317-1.webp,100::current_basename::columbia-roll-pin-bushing-HNS13-1.webp | 74::name_overlap_2::columbia-roll-pin-HNS12A-1.webp | 73::name_overlap_2::columbia-5-32-x-7-8-roll-pin-FA317-1.webp
HNS15-2,simple,"Door Gasket 2""",columbia-door-gasket-2-hns15-2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-gasket-2-HNS15-2-1.webp,products/Production/Images/columbia-door-gasket-2-HNS15-2-1.webp,100::current_basename::production_images::columbia-door-gasket-2-HNS15-2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns15-2-01.webp | 75::name_overlap_2::production_images::columbia-door-gasket-3-HNS15-3-1.webp | 75::name_overlap_2::production_images::columbia-door-gasket-7-CFB7-7-1.webp | 75::name_overlap_2::production_images::columbia-door-gasket-8-CFB7-8-1.webp,100::current_basename::columbia-door-gasket-2-HNS15-2-1.webp | 75::name_overlap_2::columbia-door-gasket-3-HNS15-3-1.webp | 75::name_overlap_2::columbia-door-gasket-7-CFB7-7-1.webp | 75::name_overlap_2::columbia-door-gasket-8-CFB7-8-1.webp | 74::name_overlap_2::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp
HNS15-3,simple,"Door Gasket 3""",columbia-door-gasket-3-hns15-3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-gasket-3-HNS15-3-1.webp,products/Production/Images/columbia-door-gasket-3-HNS15-3-1.webp,100::current_basename::production_images::columbia-door-gasket-3-HNS15-3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns15-3-01.webp | 75::name_overlap_2::production_images::columbia-door-gasket-2-HNS15-2-1.webp | 75::name_overlap_2::production_images::columbia-door-gasket-7-CFB7-7-1.webp | 75::name_overlap_2::production_images::columbia-door-gasket-8-CFB7-8-1.webp,100::current_basename::columbia-door-gasket-3-HNS15-3-1.webp | 75::name_overlap_2::columbia-door-gasket-2-HNS15-2-1.webp | 75::name_overlap_2::columbia-door-gasket-7-CFB7-7-1.webp | 75::name_overlap_2::columbia-door-gasket-8-CFB7-8-1.webp | 74::name_overlap_2::columbia-7-angle-box-door-gasket-cfb77-1.webp
HNS17A,simple,Nail Spotter Handle Tightness Screw,columbia-nail-spotter-handle-tightness-screw-hns17a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-nail-spotter-handle-tightness-screw-HNS17A-1.webp,products/Production/Images/columbia-nail-spotter-handle-tightness-screw-HNS17A-1.webp,100::current_basename::production_images::columbia-nail-spotter-handle-tightness-screw-HNS17A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns17a-01.webp | 75::name_overlap_2::production_images::columbia-nail-spotter-2-2NS-1.webp | 75::name_overlap_2::production_images::columbia-nail-spotter-3-3NS-1.webp | 75::name_overlap_2::production_images::tapetech-nail-spotter-handle-adapter-NSA-TT-1.webp,100::current_basename::columbia-nail-spotter-handle-tightness-screw-HNS17A-1.webp | 75::name_overlap_2::columbia-nail-spotter-2-2NS-1.webp | 75::name_overlap_2::columbia-nail-spotter-3-3NS-1.webp | 75::name_overlap_2::tapetech-nail-spotter-handle-adapter-NSA-TT-1.webp | 74::name_overlap_2::asgard-nail-spotter-head-only-NS03-AD-1.webp
HNS18,simple,Pivot,columbia-pivot-hns18-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-pivot-HNS18-1.webp,products/Production/Images/columbia-pivot-HNS18-1.webp,100::current_basename::production_images::columbia-pivot-HNS18-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns18-01.webp,100::current_basename::columbia-pivot-HNS18-1.webp
HNS20,simple,Wedge,columbia-wedge-hns20-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-wedge-HNS20-1.webp,products/Production/Images/columbia-wedge-HNS20-1.webp,100::current_basename::production_images::columbia-wedge-HNS20-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns20-01.webp,100::current_basename::columbia-wedge-HNS20-1.webp
HNS4-2,simple,"Door 2""",columbia-door-2-hns4-2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-2-HNS4-2-1.webp,products/Production/Images/columbia-door-2-HNS4-2-1.webp,100::current_basename::production_images::columbia-door-2-HNS4-2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns4-2-01.webp,100::current_basename::columbia-door-2-HNS4-2-1.webp
HNS4-3,simple,"Door 3""",columbia-door-3-hns4-3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-door-3-HNS4-3-1.webp,products/Production/Images/columbia-door-3-HNS4-3-1.webp,100::current_basename::production_images::columbia-door-3-HNS4-3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns4-3-01.webp,100::current_basename::columbia-door-3-HNS4-3-1.webp
HNS7-2,simple,"Blade 2""",columbia-blade-2-hns7-2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-2-HNS7-2-1.webp,products/Production/Images/columbia-blade-2-HNS7-2-1.webp,100::current_basename::production_images::columbia-blade-2-HNS7-2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns7-2-01.webp,100::current_basename::columbia-blade-2-HNS7-2-1.webp
HNS7-3,simple,"Blade 3""",columbia-blade-3-hns7-3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-3-HNS7-3-1.webp,products/Production/Images/columbia-blade-3-HNS7-3-1.webp,100::current_basename::production_images::columbia-blade-3-HNS7-3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns7-3-01.webp,100::current_basename::columbia-blade-3-HNS7-3-1.webp
HNS8-2,simple,"Blade Holder 2""",columbia-blade-holder-2-hns8-2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-holder-2-HNS8-2-1.webp,products/Production/Images/columbia-blade-holder-2-HNS8-2-1.webp,100::current_basename::production_images::columbia-blade-holder-2-HNS8-2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns8-2-01.webp,100::current_basename::columbia-blade-holder-2-HNS8-2-1.webp
HNS8-3,simple,"Blade Holder 3""",columbia-blade-holder-3-hns8-3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-holder-3-HNS8-3-1.webp,products/Production/Images/columbia-blade-holder-3-HNS8-3-1.webp,100::current_basename::production_images::columbia-blade-holder-3-HNS8-3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hns8-3-01.webp,100::current_basename::columbia-blade-holder-3-HNS8-3-1.webp
HNSA-14,simple,HNSA14 - Handle Link Assembly,columbia-hnsa14-handle-link-assembly-hnsa-14-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hnsa14-handle-link-assembly-HNSA-14-1.webp,products/Production/Images/columbia-hnsa14-handle-link-assembly-HNSA-14-1.webp,100::current_basename::production_images::columbia-hnsa14-handle-link-assembly-HNSA-14-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hnsa-14-01.webp,100::current_basename::columbia-hnsa14-handle-link-assembly-HNSA-14-1.webp
HP1,simple,Pump Cylinder,columbia-pump-cylinder-hp1-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-pump-cylinder-HP1-1.webp,products/Production/Images/columbia-pump-cylinder-HP1-1.webp,100::current_basename::production_images::columbia-pump-cylinder-HP1-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hp1-01.webp,100::current_basename::columbia-pump-cylinder-HP1-1.webp
HP44,simple,Collar O - Ring,columbia-collar-o-ring-hp44-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-collar-o-ring-HP44-1.webp,products/Production/Images/columbia-collar-o-ring-HP44-1.webp,100::current_basename::production_images::columbia-collar-o-ring-HP44-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hp44-01.webp,100::current_basename::columbia-collar-o-ring-HP44-1.webp
HP45,simple,O Ring Enclosure,columbia-o-ring-enclosure-hp45-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-o-ring-enclosure-HP45-1.webp,products/Production/Images/columbia-o-ring-enclosure-HP45-1.webp,100::current_basename::production_images::columbia-o-ring-enclosure-HP45-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hp45-01.webp,100::current_basename::columbia-o-ring-enclosure-HP45-1.webp
HP46,simple,Latch Keeper,columbia-latch-keeper-hp46-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-latch-keeper-HP46-1.webp,products/Production/Images/columbia-latch-keeper-HP46-1.webp,100::current_basename::production_images::columbia-latch-keeper-HP46-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hp46-01.webp,100::current_basename::columbia-latch-keeper-HP46-1.webp
HP47,simple,Latch Clamp Assembly,columbia-latch-clamp-assembly-hp47-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-latch-clamp-assembly-HP47-1.webp,products/Production/Images/columbia-latch-clamp-assembly-HP47-1.webp,100::current_basename::production_images::columbia-latch-clamp-assembly-HP47-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hp47-01.webp | 68::name_ratio::production_images::tapetech-10-clamp-assembly-254005-1.webp,100::current_basename::columbia-latch-clamp-assembly-HP47-1.webp | 68::name_ratio::tapetech-10-clamp-assembly-254005-1.webp
MH1,simple,Handle Mount Plate,columbia-handle-mount-plate-mh1-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-mount-plate-MH1-1.webp,products/Production/Images/columbia-handle-mount-plate-MH1-1.webp,100::current_basename::production_images::columbia-handle-mount-plate-MH1-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh1-01.webp,100::current_basename::columbia-handle-mount-plate-MH1-1.webp
MH10,simple,Octagon,columbia-octagon-mh10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-octagon-MH10-1.webp,products/Production/Images/columbia-octagon-MH10-1.webp,100::current_basename::production_images::columbia-octagon-MH10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh10-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-mh1-01.webp,100::current_basename::columbia-octagon-MH10-1.webp
MH11,simple,Handle Grip Bushing,columbia-handle-grip-bushing-mh11-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-grip-bushing-MH11-1.webp,products/Production/Images/columbia-handle-grip-bushing-MH11-1.webp,100::current_basename::production_images::columbia-handle-grip-bushing-MH11-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh11-01.webp | 90::sku_compact::production_images::columbia-handle-mount-plate-MH1-1.webp,100::current_basename::columbia-handle-grip-bushing-MH11-1.webp | 90::sku_compact::columbia-handle-mount-plate-MH1-1.webp
MH12,simple,PinchBrake Spring,columbia-pinchbrake-spring-mh12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-pinchbrake-spring-MH12-1.webp,products/Production/Images/columbia-pinchbrake-spring-MH12-1.webp,100::current_basename::production_images::columbia-pinchbrake-spring-MH12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh12-01.webp,100::current_basename::columbia-pinchbrake-spring-MH12-1.webp
MH13,simple,Large Nyliner Bushing,columbia-large-nyliner-bushing-mh13-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-large-nyliner-bushing-MH13-1.webp,products/Production/Images/columbia-large-nyliner-bushing-MH13-1.webp,100::current_basename::production_images::columbia-large-nyliner-bushing-MH13-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh13-01.webp | 76::name_overlap_2::production_images::columbia-small-nyliner-bushing-MH20-1.webp,100::current_basename::columbia-large-nyliner-bushing-MH13-1.webp | 76::name_overlap_2::columbia-small-nyliner-bushing-MH20-1.webp
MH15,simple,Pinch Brake Activator,columbia-pinch-brake-activator-mh15-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-pinch-brake-activator-MH15-1.webp,products/Production/Images/columbia-pinch-brake-activator-MH15-1.webp,100::current_basename::production_images::columbia-pinch-brake-activator-MH15-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-mh15-01.webp | 75::name_overlap_2::production_images::columbia-pinch-brake-MH17-1.webp | 74::name_overlap_2::production_images::columbia-pinch-brake-bushing-MH24-1.webp | 74::name_overlap_2::production_images::columbia-pinch-brake-housing-MH18-1.webp,100::current_basename::columbia-pinch-brake-activator-MH15-1.webp | 75::name_overlap_2::columbia-pinch-brake-MH17-1.webp | 74::name_overlap_2::columbia-pinch-brake-bushing-MH24-1.webp | 74::name_overlap_2::columbia-pinch-brake-housing-MH18-1.webp | 74::name_overlap_2::columbia-pinch-brake-sleeve-MH19-1.webp
