Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,meta: _mpn,meta:_dtb_seo_title,meta:_dtb_seo_description
simple,COLSABDL4,,Columbia Predator Full Semi-Automatic Taping Tool and Sanding Set with Bonus Hand Tool Set - [COLSABDL4],1,0,visible,"The Columbia Full Semi-Automatic Taping Tool Kit can significantly increase your taping and finishing production capabilities when compared to hand taping. Semi-Auto taping tools greatly increase efficiency and consistency compared to hand taping and decrease waste, resulting in reduced material use. Apply the tape...","<p>The Columbia Full Semi-Automatic Taping Tool Kit can significantly increase your taping and finishing production capabilities when compared to hand taping. Semi-Auto taping tools greatly increase efficiency and consistency compared to hand taping and decrease waste, resulting in reduced material use. Apply the tape using a wet-tape system with the Semi-Automatic Taper. The corner roller is then used to bed tape squarely and securely into inside drywall angles. The corner and flat compound applicators can be attached to the Columbia Compound Tube, allowing the second coat of drywall mud compound to be easily and evenly applied to flat seams and corner angles. The corner flushers help to apply an equal, feathered finish to inside corners. Finally, use the best sanding head on the market to sand dried coats. The entire kit fits in the included convenient, custom-crafted tool carrying case, for easy transportation, storage and protection of your tools.</p> <h3>Features</h3> <ul> <li>Increase your efficiency on the job compared to working with hand tools and waste less material.</li> <li>The included compound tube allows you to evenly apply compound where you need it.</li> <li>Includes all the tools needed for each step of the taping process in one handy kit.</li> <li>The included case gives your tools the protection they need and make it easier to transport to the job.</li> </ul>",,,taxable,,0,,,0,0,,,,,1,,,1389.00,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Columbia Set, Columbia Taping Tools, Semi Automatic Taping Tools, full semi kit, set, set semi auto kit, sets, starter kit, taping and sanding promo, taping kit, taping set",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,COLSABDL4,,
simple,PCHXL,,Columbia Predator Long Extendable Handle - 4' - 8' - [PCHXL],1,0,visible,"The Columbia Predator Long Extendible Handle is a 1 and 1/4"" thick design pipe. These handles are light, durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Predator Long Extendible Handle is not only the lightest on...","<p>The Columbia Predator Long Extendible Handle is a 1 and 1/4"" thick design pipe. These handles are light, durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Predator Long Extendible Handle is not only the lightest on the market, but also the strongest, ensuring a long life.<br/></p> <p>REACHLINE Extendable Handles are perfect when you just need an extra foot, or four. They also work great in smaller spaces when you need a little less length. You can adjust for your working conditions on the fly.</p> <h3>Features </h3> <ul> <li>This handle extends 4' -8'</li> <li>For safety reasons, this handle is not compatible with the Corner Flusher Box</li> <li>Handmade from U.S. billet aluminum and carbon fiber</li> <li>Machined in a state of the art facility in Canada<br/> </li> <li>Comfort grips</li> <li>Thickest, strongest and lightest handle on the market</li> </ul> <h3>Carbon Fiber</h3> <ul> <li>Handmade from Carbon Fiber</li> <li>Significantly lighter</li> <li>Dent Proof/high stiffness and strength</li> <li>Stable temperature and remains warm to the touch</li> <li>Additional grip compared to aluminum</li> </ul>",,,taxable,,1,,,0,0,5,,,,1,,,168.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PCHXL, angle head handle, carbon fiber, corner roller handle, extendable handle, nail spotter handle, predator, semi automatic",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,PCHXL,,
variable,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,,"Columbia Predator Matrix Box Handle - [PMHS, PMH, PMHL]",1,0,visible,"The Columbia Predator Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are light, durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of to...","<p>The Columbia Predator Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are light, durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Predator Matrix mechanical flat box handle is made of carbon fiber, ensuring a long life.<br/></p> <h3>Features</h3> <ul> <li>Now available in 3 sizes!</li> <li>Fully mechanical brake</li> <li>90 degree grip allows for better control over the box<br/> </li> <li>Sizes extend: 29"" to 39"", 40"" to 60"", and 56"" to 76""</li> <li>Machined in our state of the art facility in Canada</li> <li>Ergonomic handle grip for easy brake pressure</li> <li>Fits all Flat Box brands</li> </ul> <h3>Carbon Fiber</h3> <ul> <li>Handmade from Carbon Fiber</li> <li>Significantly lighter</li> <li>Dent proof/high stiffness and strength</li> <li>Stable temperature and remains warm to the touch</li> <li>Additional grip compared to aluminum</li> </ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PMH, PMHL, PMHS, automatic taping tools, carbon fiber, coumbia, flat box handle, predator",,,,,,,,,,,0,Columbia,Size,"Short 29"" to 39"" | Regular 40"" to 60"" | Long 56"" to 76""",1,1,1,,,,,,,,,,,"PMHS, PMH, PMHL",,
variation,PMHS,,Columbia Predator Matrix Box Handle - [PMHS],1,0,visible,,,,,taxable,,1,,,0,0,5,,,,1,,,384.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PMH, PMHL, PMHS, automatic taping tools, carbon fiber, coumbia, flat box handle, predator",,,,,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,,,,,,1,Columbia,Size,"Short 29"" to 39""",,1,1,,,,,,,,,,,PMHS,,
variation,PMH,,Columbia Predator Matrix Box Handle - [PMH],1,0,visible,,,,,taxable,,1,,,0,0,5,,,,1,,,418.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PMH, PMHL, PMHS, automatic taping tools, carbon fiber, coumbia, flat box handle, predator",,,,,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,,,,,,2,Columbia,Size,"Regular 40"" to 60""",,1,1,,,,,,,,,,,PMH,,
variation,PMHL,,Columbia Predator Matrix Box Handle - [PMHL],1,0,visible,,,,,taxable,,1,,,0,0,7,,,,1,,,503.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PMH, PMHL, PMHS, automatic taping tools, carbon fiber, coumbia, flat box handle, predator",,,,,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,,,,,,3,Columbia,Size,"Long 56"" to 76""",,1,1,,,,,,,,,,,PMHL,,
simple,PC1HEXT,,Columbia Predator One Extendable Handle - 3' - 5' - [PC1HEXT],1,0,visible,"The Columbia Predator One Extendable Handle is designed to work with your Columbia products universally. From the Nailspotters and Angleheads, to the Rollers and the Corner Boxes, the one system allows you to lighten your load and still utilize all the finishing tools you love. With the exception of the flat boxes,...","<p>The Columbia Predator One Extendable Handle is designed to work with your Columbia products universally. From the Nailspotters and Angleheads, to the Rollers and the Corner Boxes, the one system allows you to lighten your load and still utilize all the finishing tools you love. With the exception of the flat boxes, this one handle is all you'll need.</p> <h3>Features</h3> <ul> <li>Machined in our state of the art facility in Canada<br/> </li> <li>Comfort grips</li> <li>Thickest, strongest and lightest handle on the market</li> </ul> <h3>Carbon Fiber </h3> <ul> <li>Handmade from Carbon Fiber</li> <li>Significantly lighter</li> <li>Dent proof/high stiffness and strength</li> <li>Stable temperature and remains warm to the touch</li> <li>Additional grip compared to aluminum</li> </ul>",,,taxable,,1,,,0,0,5,,,,1,,,138.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PC1HEXT, carbon fiber, columbia one, corner roller handle, extendable handle, nail spotter handle, predator, semi automatic",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,PC1HEXT,,
simple,PC1H,,Columbia Predator One Fixed Handle - [PC1H],1,0,visible,"The Columbia Predator One Fixed Handle is designed to work with your Columbia products universally. From the Nailspotters and Angleheads, to the Rollers and the Corner Boxes, the one system allows you to lighten your load and still utilize all the finishing tools you love. With the exception of the flat boxes, this...","<p>The Columbia Predator One Fixed Handle is designed to work with your Columbia products universally. From the Nailspotters and Angleheads, to the Rollers and the Corner Boxes, the one system allows you to lighten your load and still utilize all the finishing tools you love. With the exception of the flat boxes, this one handle is all you'll need.</p> <h3>Features</h3> <ul> <li>Machined in our state of the art facility in Canada<br/> </li> <li>Comfort grips</li> <li>Thickest, strongest and lightest handle on the market</li> </ul> <h3>Carbon Fiber</h3> <ul> <li>Handmade from Carbon Fiber</li> <li>Significantly lighter</li> <li>Dent proof/high stiffness and strength</li> <li>Stable temperature and remains warm to the touch</li> <li>Additional grip compared to aluminum</li> </ul>",,,taxable,,1,,,0,0,5,,,,1,,,62.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PC1H, carbon fiber, columbia one, corner roller handle, fixed handle, nail spotter handle, predator, semi automatic",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,PC1H,,
simple,PHMP,,Columbia Predator Quick-Clean Mud Pump (Box Filler Not Included) - [PHMP],1,0,visible,"Cleaning a Pump doesn’t get any easier than this! Columbia Predator Quick-Clean Mud Pumps feature quick-release clamps on head that allow for easy removal of the pump tube from the head. This allows for easy and quick cleaning of the entire unit, and is especially useful when using fast setting joint compound (a.k.a...","<p>Cleaning a Pump doesn’t get any easier than this! Columbia Predator Quick-Clean Mud Pumps feature quick-release clamps on head that allow for easy removal of the pump tube from the head. This allows for easy and quick cleaning of the entire unit, and is especially useful when using fast setting joint compound (a.k.a Hot Mud.) Our Pumps are built to exacting air-tight standards making them the easiest to pump and prime. Whether you are using quick-set mud or any other type of joint compound, we have the pump for your bucket. Box Filler and Gooseneck sold separately.</p> <h3>Sturdy, Well Balanced, and Easy to Clean</h3> <ul> <li>20 degree angled handles provides enhanced leverage resulting is less back strain and easier pumping.</li> <li>Increased Gooseneck diameter for faster filling</li> <li>Gooseneck has soft-grip “taper-saver” on tube rack to increase life of Automatic Taper tube<br/> </li> <li>Pumps feature soft grip handle and billet aluminium ball end for comfort</li> </ul> <h3>Purpose</h3> <p>This tool lives in your mud bucket and loads Columbia Tools with joint compound. Our Mud Pumps love mud!</p> <h3> Carbon Fiber</h3> <ul> <li>Handmade from Carbon Fiber</li> <li>Significantly lighter</li> <li>Dent proof/high stiffness and strength</li> <li>Stable temperature and remains warm to the touch</li> <li>Additional grip compared to aluminum</li> </ul>",,,taxable,,1,,,0,0,8,,,,1,,,376.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, PHMP, carbon fiber, colombia, loading pump, mud pump, predator, pump",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,PHMP,,
simple,COLSABDL2,,Columbia Predator Semi-Automatic Taping Tool Set with Bonus Hand Tool Set - [COLSABDL2],1,0,visible,"The Columbia Semi-Auto Taping Tool Kit can significantly increase your taping and finishing production capabilities when compared to hand taping. Semi-Auto taping tools greatly increase efficiency and consistency compared to hand taping and decrease waste, resulting in reduced material use. The corner and flat compo...","<p>The Columbia Semi-Auto Taping Tool Kit can significantly increase your taping and finishing production capabilities when compared to hand taping. Semi-Auto taping tools greatly increase efficiency and consistency compared to hand taping and decrease waste, resulting in reduced material use. The corner and flat compound applicators can be attached to the Columbia Compound Tube, allowing drywall mud compound to be easily and evenly applied to flat seams and corner angles. The corner roller is then used to bed tape squarely and securely into inside drywall angles. The final touch is using the corner flusher to apply an equal, feathered finish to inside corners. The entire kit fits in the included convenient, custom-crafted tool carrying case, for easy transportation, storage and protection of your tools.</p> <h3>Features</h3> <ul> <li>Increase your efficiency on the job compared to working with hand tools and waste less material.</li> <li>The included compound tube allows you to evenly apply compound where you need it.</li> <li>Includes all the tools needed for each step of the taping process in one handy kit.</li> <li>The included case gives your tools the protection they need and make it easier to transport to the job.</li> </ul>",,,taxable,,0,,,0,0,,,,,1,,,962.00,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Columbia Set, Columbia Taping Tools, Semi Automatic Taping Tools, colombia, columbia semi auto set, columbia sets, semi auto kit, set, starter kit, taping kit, taping set",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,COLSABDL2,,
simple,PTS,,Columbia Predator Tactical Set - [PTS],1,0,visible,"The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. Now with all carbon fiber handles (excluding twist lo...","<p>The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. Now with all carbon fiber handles (excluding twist lock handle) and pump!</p> <p>Note: Columbia Automatic boxes do not fit in Road Case.</p> <h4>Road Case (RC)</h4> <p>The highly requested Columbia Road Case has an extremely durable design to protect your tools on the job. Built to take the abuses of travel and wear and tear from job sites, the Road Case comes equipped with rubber feet, rolling wheels and ergonomical handles. This case will hold a full set of Columbia tools.</p> <h4>Predator Automatic Taper (PTAPER)</h4> <p>The Predator is the world's first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The 6 wheel cutting sleeve gives the operator a smoother glide, superb grip and the pull ring is great for higher ceilings. The Predator maintains it's stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you.</p> <h4>10"" and 12"" Flat Finishing Boxes (10FFB) (12FFB) </h4> <p>New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!<strong></strong></p> <h4> Matrix Box Handle (PMH) </h4> <p>The Columbia Predator Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are light, durable and extremely long lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Predator Matrix mechanical flat box handle is made of carbon fiber, ensuring a long life.</p> <h4>Tomahawk Smoothing Blades (TSB-7) (TSB-24)</h4> <p>The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn’t snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.</p> <h4>8"" Throttle Box (8CFB)</h4> <p>The Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending</p> <h4> 3"" Angle Head (3AH)</h4> <p>Angle Heads finish angles quickly and professionally with the correct, consistent amount of joint compound and the proper feathering of edges. Precision machined billet aluminum head and durable stainless steel wings ensure longer wear and performance.</p> <h4>Predator Loading Pump and Box Filler (PHMP) (BF)</h4> <p>Cleaning a Pump doesn’t get any easier than this! Columbia Predator Quick-Clean Mud Pumps feature quick-release clamps on head that allow for easy removal of the pump tube from the head. This allows for easy and quick cleaning of the entire unit, and is especially useful when using fast setting joint compound (a.k.a Hot Mud.) Our Pumps are built to exacting air-tight standards making them the easiest to pump and prime. Whether you are using quick-set mud or any other type of joint compound, we have the pump for your bucket. Box Filler and Gooseneck sold separately.</p> <h4>Gooseneck (GN)</h4> <h4>Corner Roller (CR)</h4> <h4>Angle Head Adapter (AHA)</h4> <h4>3"" Nail Spotter (3NS)</h4> <h4>Columbia Predator One Handle (PC1H)</h4> <h4>Columbia Predator One EXT (PC1HEXT)</h4> <h4>Sander Head (CS)</h4> <h4>Twist Lock Handle (TL3-8)</h4> <h4>Tomalock Adapter (CLTHA)</h4>",,,taxable,,1,,,0,0,85,,,,1,,,5861.00,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Automatic Taping Tools, Columbia, Columbia Set, PTS, colombia, set, tactical set, taping set",,,,,,,,,,,0,Columbia,,,,,,,,,,,,,,,,PTS,,
