SKU,Parent SKU,Type,Name,Categories,Brand,Regular price
TBGN,,simple,Columbia Tall Boy Gooseneck,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,124.0
TBMP1,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP11,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP2,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP24,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP8,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP8B,,simple,Tall Boy Loading Pump (TBMP),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBMP8C,,simple,Tall Boy Lef Stabilizer (TBMP8C),Drywall Finishing Tools > Columbia > Parts,Columbia,
TBPTAPER,,simple,Columbia 6ft Tall Boy Predator Automatic Taper,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,1919.0
TCS,,simple,Columbia Semi - Auto Tool Case By Flambeau,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,178.0
TL3-8,,simple,Columbia Twist and Lock Handle 3' - 8',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,73.0
TS,,simple,Columbia Tactical Set,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,5435.0
TT,,simple,Columbia Throttle Tube,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,905.0
TWS,,simple,Columbia Tomahawk Warrior Set,Drywall Finishing Tools > Columbia > Tool Sets & Kits,Columbia,663.0
UTA,,simple,Columbia Universal Thread Adaptor,Drywall Finishing Tools > Columbia > Handles & Extensions,Columbia,11.0
VAZ10,,simple,Predator Taper Valve Assembly Zinc (VAZ10),Drywall Finishing Tools > Columbia > Parts,Columbia,
10FBBA,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,variation,"Columbia Automatic Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,435.0
10FBBB,COL-FAT-BOY-BOX,variation,"Columbia Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,405.0
10FFBA,COL-AUTOMATIC-FLAT-BOX,variation,"Columbia Automatic Flat Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,401.0
10ITFB,COL-INSIDE-TRACK-FAT-BOY-BOX,variation,"Columbia Inside Track Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,405.0
12-4-3-0-3-G-C,COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,65.0
12-4-7-0-4-S-C-C,COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,59.0
12-4-7-0-7-G-C,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,variation,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,63.0
12-4-7-0-7-G-C-C,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,63.0
12FBBA,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,variation,"Columbia Automatic Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,443.0
12FBBB,COL-FAT-BOY-BOX,variation,"Columbia Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,414.0
12FFBA,COL-AUTOMATIC-FLAT-BOX,variation,"Columbia Automatic Flat Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,405.0
12ITFB,COL-INSIDE-TRACK-FAT-BOY-BOX,variation,"Columbia Inside Track Fat Boy Finishing Box -  12""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,414.0
14-4-3-0-3-G-C,COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,70.0
14-4-7-0-4-S-C-C,COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,65.0
14-4-7-0-7-G-C,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,variation,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,68.0
14-4-7-0-7-G-C-C,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,68.0
14FFBA,COL-AUTOMATIC-FLAT-BOX,variation,"Columbia Automatic Flat Finishing Box -  14""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,409.0
16-4-7-0-7-G-C,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,variation,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 16"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,74.0
16-4-7-0-7-G-C-C,COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 16"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,74.0
18-4-7-0-7-G-C,COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,variation,"Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel -  4.7"" x 18"" Cork Handle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,78.0
3BBH,COL-BENT-BOX-HANDLES-3-6,variation,Columbia Bent Box Handle -  3',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,203.0
3BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,variation,Columbia 180 Grip Flat Box Handle (Fixed Length) -  3',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,174.0
3NPK4,COL-3WAY-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia 3Way Stainless Steel Putty Knives with Nylon Handle -  4""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,14.0
3NPK5,COL-3WAY-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia 3Way Stainless Steel Putty Knives with Nylon Handle -  5""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,17.0
3NPK6,COL-3WAY-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia 3Way Stainless Steel Putty Knives with Nylon Handle -  6""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,17.0
42BBH,COL-BENT-BOX-HANDLES-3-6,variation,"Columbia Bent Box Handle -  42""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,204.0
42BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,variation,"Columbia 180 Grip Flat Box Handle (Fixed Length) -  42""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,175.0
4BBH,COL-BENT-BOX-HANDLES-3-6,variation,Columbia Bent Box Handle -  4',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,205.0
4BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,variation,Columbia 180 Grip Flat Box Handle (Fixed Length) -  4',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,176.0
5-5FBBB,COL-FAT-BOY-BOX,variation,"Columbia Fat Boy Finishing Box -  5.5""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,382.0
5BBH,COL-BENT-BOX-HANDLES-3-6,variation,Columbia Bent Box Handle -  5',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,206.0
5BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,variation,Columbia 180 Grip Flat Box Handle (Fixed Length) -  5',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,177.0
6BBH,COL-BENT-BOX-HANDLES-3-6,variation,Columbia Bent Box Handle -  6',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,207.0
6BH,COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,variation,Columbia 180 Grip Flat Box Handle (Fixed Length) -  6',Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,178.0
8FBBA,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,variation,"Columbia Automatic Fat Boy Finishing Box -  8""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,431.0
8FBBB,COL-FAT-BOY-BOX,variation,"Columbia Fat Boy Finishing Box -  8""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,401.0
8FFBA,COL-AUTOMATIC-FLAT-BOX,variation,"Columbia Automatic Flat Finishing Box -  8""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,397.0
8ITFB,COL-INSIDE-TRACK-FAT-BOY-BOX,variation,"Columbia Inside Track Fat Boy Finishing Box -  8""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,401.0
C12MP,COL-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,variation,"Columbia Stainless Steel Mud Pan with Mud Grip -  12""",Drywall Finishing Tools > Columbia > Mud Pans & Pumps,Columbia,24.0
C14MP,COL-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,variation,"Columbia Stainless Steel Mud Pan with Mud Grip -  14""",Drywall Finishing Tools > Columbia > Mud Pans & Pumps,Columbia,25.0
C16MP,COL-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,variation,"Columbia Stainless Steel Mud Pan with Mud Grip -  16""",Drywall Finishing Tools > Columbia > Mud Pans & Pumps,Columbia,25.0
CGPK4,COL-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Columbia Stainless Steel Joint Knife with Soft Grip Handle -  4""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,15.0
CGPK5,COL-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,Columbia Stainless Steel Joint Knife with Soft Grip Handle -  5,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,16.0
CGPK6,COL-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Columbia Stainless Steel Joint Knife with Soft Grip Handle -  6""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,17.0
CJK6,COL-SPECIALTY-KNIFE-WITH-NYLON-HANDLE,variation,"Columbia Specialty Knife with Nylon Handle -  6"" Clipped Knife 30 Degree Angle",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,18.0
COL-180-GRIP-FLAT-BOX-HANDLE-FIXED-LENGTH,,variable,Columbia 180 Grip Flat Box Handle (Fixed Length),Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-3WAY-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,,variable,Columbia 3Way Stainless Steel Putty Knives with Nylon Handle,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-AUTOMATIC-FAT-BOY-FLAT-BOX,,variable,Columbia Automatic Fat Boy Finishing Box,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-AUTOMATIC-FLAT-BOX,,variable,Columbia Automatic Flat Finishing Box,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-BENT-BOX-HANDLES-3-6,,variable,Columbia Bent Box Handle,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-DEWALT-PRO-FLEX-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL-COPY,,variable,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-FAT-BOY-BOX,,variable,Columbia Fat Boy Finishing Box,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-FIBERGLASS-SMOOTHING-BLADE-EXTENSION-HANDLE,,variable,Columbia Fiberglass Smoothing Blade Extension Handle,Drywall Finishing Tools > Columbia > Handles & Extensions,Columbia,
COL-INSIDE-TRACK-FAT-BOY-BOX,,variable,Columbia Inside Track Fat Boy Finishing Box,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-MUD-ROLLER-REPLACEMENT,,variable,Columbia Mud Roller Replacement,Drywall Finishing Tools > Columbia > Parts,Columbia,
COL-MUD-ROLLER-WITH-ACME-THREAD-ROLLER-FRAME,,variable,Columbia Mud Roller with Acme Thread Roller Frame,Drywall Finishing Tools > Columbia > Corner Tools,Columbia,
COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,,variable,Columbia One Piece Stainless Steel Putty Knives,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-PREDATOR-MATRIX-BOX-HANDLE,,variable,Columbia Predator Matrix Box Handle,Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,
COL-PRO-FLEX-0-7-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,,variable,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-SABRE-SMOOTHING-BLADE,,variable,Columbia Sabre Smoothing Blade,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,,variable,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-SPECIALTY-KNIFE-WITH-NYLON-HANDLE,,variable,Columbia Specialty Knife with Nylon Handle,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,,variable,Columbia Stainless Steel Joint Knife with Soft Grip Handle,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,,variable,Columbia Stainless Steel Mud Pan with Mud Grip,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,Columbia,
COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,,variable,Columbia Stainless Steel Putty Knives with Nylon Handle,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,,variable,Columbia Standard Flusher and Twist - Lock Handle Set,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,
COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,,variable,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
COL-TOMAHAWK-SMOOTHING-BLADE,,variable,Columbia Tomahawk Smoothing Blade,Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,
FMR3X18MM,COL-MUD-ROLLER-REPLACEMENT,variation,"Columbia Mud Roller Replacement -  80 mm / 3""",Drywall Finishing Tools > Columbia > Parts,Columbia,16.0
FMR9X18MM,COL-MUD-ROLLER-REPLACEMENT,variation,"Columbia Mud Roller Replacement -  220 mm / 9""",Drywall Finishing Tools > Columbia > Parts,Columbia,17.0
FMRAF3,COL-MUD-ROLLER-WITH-ACME-THREAD-ROLLER-FRAME,variation,"Columbia Mud Roller with Acme Thread Roller Frame -  80 mm / 3""",Drywall Finishing Tools > Columbia > Corner Tools,Columbia,26.0
FMRAF9,COL-MUD-ROLLER-WITH-ACME-THREAD-ROLLER-FRAME,variation,"Columbia Mud Roller with Acme Thread Roller Frame -  220 mm / 9""",Drywall Finishing Tools > Columbia > Corner Tools,Columbia,28.0
FTH4-6,COL-FIBERGLASS-SMOOTHING-BLADE-EXTENSION-HANDLE,variation,Columbia Fiberglass Smoothing Blade Extension Handle -  4' - 6' Telescopic,Drywall Finishing Tools > Columbia > Handles & Extensions,Columbia,59.0
FTH5-8,COL-FIBERGLASS-SMOOTHING-BLADE-EXTENSION-HANDLE,variation,Columbia Fiberglass Smoothing Blade Extension Handle -  5' - 8' Telescopic,Drywall Finishing Tools > Columbia > Handles & Extensions,Columbia,63.0
NPK1-5,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  1.5""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,11.0
NPK10,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  10""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,21.0
NPK2,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  2""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,12.0
NPK3,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  3""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,12.0
NPK4,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  4""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,14.0
NPK5,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  5""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,17.0
NPK6,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  6""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,19.0
NPK8,COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,variation,"Columbia Stainless Steel Putty Knives with Nylon Handle -  8""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,20.0
OPPK1-5,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  1.5""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,16.0
OPPK2,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  2""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,16.0
OPPK3,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  3""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,17.0
OPPK4,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  4""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,18.0
OPPK5,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  5""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,19.0
OPPK6,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  6""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,20.0
OPPK8,COL-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,variation,"Columbia One Piece Stainless Steel Putty Knives -  8""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,24.0
PJK3-5,COL-SPECIALTY-KNIFE-WITH-NYLON-HANDLE,variation,"Columbia Specialty Knife with Nylon Handle -  3.5"" Pointed Knife",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,14.0
PMH,COL-PREDATOR-MATRIX-BOX-HANDLE,variation,"Columbia Predator Matrix Box Handle -  Regular 40"" to 60""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,418.0
PMHL,COL-PREDATOR-MATRIX-BOX-HANDLE,variation,"Columbia Predator Matrix Box Handle -  Long 56"" to 76""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,503.0
PMHS,COL-PREDATOR-MATRIX-BOX-HANDLE,variation,"Columbia Predator Matrix Box Handle -  Short 29"" to 39""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,Columbia,384.0
SSB10,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  10""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,28.0
SSB12,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  12""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,34.0
SSB14,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  14""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,40.0
SSB16,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  16""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,46.0
SSB18,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  18""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,52.0
SSB24,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  24""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,69.0
SSB32,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  32""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,92.0
SSB40,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  40""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,115.0
SSB48,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  48""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,133.0
SSB7,COL-SABRE-SMOOTHING-BLADE,variation,"Columbia Sabre Smoothing Blade -  7""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,21.0
TLBD2,COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,variation,"Columbia Standard Flusher and Twist - Lock Handle Set -  3""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,174.0
TLBDL1,COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,variation,"Columbia Standard Flusher and Twist - Lock Handle Set -  2.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,170.0
TLBDL3,COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,variation,"Columbia Standard Flusher and Twist - Lock Handle Set -  3"" Widetrack",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,175.0
TLBDL3-5,COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,variation,"Columbia Standard Flusher and Twist - Lock Handle Set -  3.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,179.0
TLBDL4,COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,variation,"Columbia Standard Flusher and Twist - Lock Handle Set -  4""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,Columbia,187.0
TSB-10,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  10""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,62.0
TSB-12,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  12""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,70.0
TSB-14,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  14""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,76.0
TSB-18,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  18""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,91.0
TSB-24,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  24""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,110.0
TSB-32,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  32""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,136.0
TSB-40,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  40""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,168.0
TSB-48,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  48""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,221.0
TSB-7,COL-TOMAHAWK-SMOOTHING-BLADE,variation,"Columbia Tomahawk Smoothing Blade -  7""",Drywall Finishing Tools > Columbia > Knives & Blades,Columbia,50.0
10128,,simple,TapeTech Full Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
10354,,simple,TapeTech JUMBO PRO™ Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
10355,,simple,TapeTech Taping Tools Drywall Finishing Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
10356,,simple,TapeTech Flat Box Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
13669,,simple,TapeTech Taping Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
14TT,,simple,TapeTech MudRunner®,Drywall Finishing Tools > TapeTech > Corner Tools,TapeTech,
15TTE-W-HANDLE,,simple,TapeTech Corner Roller with Handle,Drywall Finishing Tools > TapeTech > Corner Tools,TapeTech,
15TTE-XHTT,,simple,TapeTech Corner Roller with Extendable XHTT Handle,Drywall Finishing Tools > TapeTech > Corner Tools,TapeTech,
70173,,simple,"TapeTech 10"" & 12"" Finishing Box Full Set",Drywall Finishing Tools > TapeTech > Tool Sets & Kits,TapeTech,
